8,7,5.0
28,7,4.0
185,7,4.0
636,7,4.0
1046,7,3.0
1202,7,4.0
1289,7,1.0
1406,7,3.0
1482,7,5.0
1832,7,4.0
1901,7,5.0
2198,7,3.0
2290,7,4.0
2660,7,5.0
2755,7,3.0
2757,7,3.0
3151,7,2.0
3165,7,4.0
3285,7,4.0
3290,7,5.0
3418,7,3.0
3538,7,5.0
3541,7,5.0
3638,7,5.0
3740,7,3.0
3890,7,3.0
3893,7,3.0
4432,7,5.0
4546,7,4.0
4627,7,4.0
4640,7,5.0
4876,7,3.0
4932,7,4.0
361,79,4.0
636,79,3.0
851,79,4.0
1046,79,1.0
1202,79,3.0
1406,79,3.0
1425,79,4.0
1455,79,2.0
1615,79,4.0
1744,79,3.0
2235,79,1.0
2658,79,4.0
2660,79,5.0
2866,79,3.0
3151,79,1.0
3418,79,4.0
3538,79,5.0
3541,79,5.0
3638,79,3.0
3890,79,3.0
4432,79,4.0
4569,79,5.0
4640,79,5.0
4761,79,4.0
4849,79,3.0
111,199,4.0
442,199,5.0
636,199,3.0
851,199,3.0
1123,199,4.0
1202,199,5.0
1425,199,4.0
1744,199,3.0
1901,199,4.0
2342,199,4.0
2375,199,4.0
2755,199,5.0
2757,199,4.0
3151,199,5.0
3232,199,4.0
3274,199,3.0
3638,199,3.0
3824,199,5.0
3893,199,4.0
3903,199,4.0
4064,199,4.0
4432,199,5.0
4640,199,4.0
4849,199,3.0
4852,199,5.0
4932,199,4.0
111,481,5.0
452,481,5.0
636,481,4.0
1046,481,5.0
1202,481,5.0
1406,481,4.0
2284,481,4.0
2290,481,5.0
2532,481,5.0
2601,481,5.0
2756,481,5.0
2913,481,5.0
3165,481,4.0
3638,481,5.0
3670,481,3.0
3890,481,4.0
4064,481,5.0
4432,481,4.0
4640,481,4.0
4876,481,5.0
156,769,2.0
398,769,2.0
636,769,3.0
907,769,3.0
1104,769,3.0
1202,769,4.0
1305,769,3.0
1406,769,2.0
1425,769,2.0
1522,769,2.0
1744,769,4.0
1853,769,4.0
1884,769,1.0
2342,769,2.0
2430,769,4.0
2528,769,2.0
2660,769,4.0
2675,769,2.0
2749,769,3.0
2755,769,4.0
2955,769,4.0
3151,769,3.0
3165,769,4.0
3232,769,4.0
3253,769,2.0
3290,769,5.0
3301,769,4.0
3541,769,3.0
3742,769,5.0
3824,769,5.0
3904,769,4.0
4207,769,5.0
4432,769,3.0
4441,769,3.0
4586,769,2.0
4640,769,5.0
4847,769,3.0
28,906,3.0
156,906,3.0
442,906,4.0
443,906,4.0
636,906,4.0
1202,906,3.0
1305,906,3.0
1367,906,5.0
1615,906,3.0
2512,906,4.0
2640,906,4.0
2660,906,4.0
2755,906,4.0
2866,906,3.0
2913,906,4.0
3165,906,4.0
3290,906,5.0
3355,906,5.0
3541,906,5.0
3824,906,3.0
3893,906,3.0
4441,906,3.0
4640,906,4.0
4852,906,3.0
28,1310,3.0
361,1310,3.0
1367,1310,4.0
1406,1310,4.0
1425,1310,4.0
1615,1310,4.0
1832,1310,3.0
2660,1310,5.0
2675,1310,4.0
2866,1310,2.0
3147,1310,3.0
3165,1310,2.0
3220,1310,2.0
3253,1310,5.0
3290,1310,4.0
3326,1310,2.0
3355,1310,4.0
3418,1310,2.0
3538,1310,3.0
3541,1310,4.0
3893,1310,3.0
4385,1310,4.0
4432,1310,4.0
4496,1310,5.0
4640,1310,4.0
4847,1310,4.0
8,1333,3.0
28,1333,2.0
111,1333,2.0
122,1333,2.0
127,1333,1.0
361,1333,3.0
395,1333,3.0
398,1333,3.0
443,1333,4.0
518,1333,4.0
725,1333,3.0
850,1333,3.0
949,1333,4.0
1046,1333,2.0
1092,1333,1.0
1140,1333,2.0
1260,1333,3.0
1305,1333,2.0
1367,1333,3.0
1406,1333,2.0
1425,1333,3.0
1432,1333,3.0
1523,1333,3.0
1615,1333,3.0
1744,1333,3.0
1832,1333,2.0
1853,1333,2.0
1884,1333,2.0
1983,1333,3.0
2015,1333,5.0
2079,1333,2.0
2103,1333,4.0
2104,1333,2.0
2130,1333,4.0
2251,1333,1.0
2342,1333,3.0
2375,1333,2.0
2430,1333,3.0
2510,1333,3.0
2512,1333,3.0
2569,1333,3.0
2640,1333,4.0
2675,1333,2.0
2731,1333,2.0
2861,1333,2.0
2866,1333,2.0
2905,1333,3.0
2913,1333,3.0
2988,1333,3.0
3054,1333,4.0
3107,1333,2.0
3135,1333,2.0
3151,1333,2.0
3165,1333,2.0
3237,1333,4.0
3253,1333,3.0
3290,1333,4.0
3301,1333,4.0
3326,1333,1.0
3355,1333,4.0
3498,1333,4.0
3538,1333,4.0
3559,1333,3.0
3670,1333,1.0
3743,1333,2.0
3824,1333,3.0
3893,1333,2.0
3928,1333,2.0
3943,1333,2.0
4119,1333,3.0
4394,1333,2.0
4432,1333,2.0
4439,1333,3.0
4441,1333,3.0
4485,1333,2.0
4496,1333,2.0
4563,1333,4.0
4569,1333,2.0
4613,1333,4.0
4640,1333,3.0
4685,1333,3.0
4847,1333,4.0
4849,1333,2.0
4852,1333,3.0
4902,1333,3.0
361,1427,3.0
518,1427,5.0
1367,1427,5.0
1406,1427,2.0
1615,1427,2.0
1744,1427,1.0
1832,1427,4.0
2103,1427,4.0
2290,1427,4.0
2342,1427,5.0
2905,1427,4.0
2913,1427,4.0
3151,1427,4.0
3165,1427,5.0
3355,1427,5.0
3742,1427,4.0
3862,1427,1.0
4496,1427,4.0
4546,1427,2.0
4640,1427,4.0
4852,1427,3.0
28,1442,4.0
305,1442,5.0
361,1442,5.0
851,1442,5.0
1046,1442,4.0
1100,1442,1.0
1202,1442,5.0
1256,1442,5.0
1289,1442,2.0
1615,1442,5.0
1668,1442,4.0
1744,1442,5.0
1803,1442,5.0
2290,1442,5.0
2430,1442,5.0
2660,1442,5.0
2675,1442,1.0
2757,1442,5.0
2866,1442,4.0
3165,1442,5.0
3253,1442,3.0
3274,1442,2.0
3285,1442,5.0
3290,1442,5.0
3541,1442,5.0
3743,1442,4.0
3890,1442,3.0
3903,1442,5.0
4299,1442,5.0
4405,1442,5.0
4640,1442,4.0
4761,1442,5.0
4847,1442,5.0
4849,1442,5.0
4876,1442,5.0
111,1457,3.0
156,1457,3.0
443,1457,4.0
1406,1457,2.0
1615,1457,3.0
1744,1457,4.0
1884,1457,2.0
1983,1457,3.0
2342,1457,5.0
2660,1457,4.0
2866,1457,3.0
2913,1457,4.0
2954,1457,4.0
3290,1457,5.0
3538,1457,4.0
3742,1457,4.0
3893,1457,4.0
3944,1457,3.0
4144,1457,3.0
4432,1457,3.0
4496,1457,4.0
4640,1457,4.0
4761,1457,3.0
4847,1457,5.0
4876,1457,3.0
28,1500,1.0
111,1500,5.0
442,1500,4.0
1046,1500,4.0
1202,1500,4.0
1256,1500,5.0
1289,1500,3.0
1406,1500,4.0
1425,1500,5.0
1615,1500,4.0
1744,1500,4.0
1757,1500,2.0
2290,1500,5.0
