9528,7,5.0
15496,7,5.0
2913,79,4.0
8163,79,3.0
12497,79,4.0
14648,79,5.0
2518,199,4.0
3165,199,5.0
3541,199,3.0
8851,199,4.0
851,481,5.0
14185,481,4.0
6190,769,3.0
6287,769,4.0
14712,769,2.0
16731,769,4.0
797,906,1.0
14484,906,3.0
5069,1310,2.0
11182,1310,5.0
1252,1333,3.0
1482,1333,3.0
2212,1333,3.0
2316,1333,2.0
2660,1333,3.0
3220,1333,1.0
3638,1333,1.0
11288,1333,3.0
12293,1333,4.0
12798,1333,4.0
2660,1427,4.0
6756,1427,5.0
14712,1427,1.0
15582,1442,4.0
17725,1442,1.0
1202,1457,4.0
3151,1457,3.0
15496,1457,4.0
13651,1527,4.0
28,1918,3.0
6408,1918,2.0
13748,1918,3.0
11651,2000,3.0
12894,2000,4.0
14484,2000,3.0
5760,2128,4.0
10576,2128,3.0
11025,2128,3.0
9482,2213,3.0
9617,2213,5.0
10921,2213,3.0
11775,2213,4.0
11887,2213,4.0
13298,2213,5.0
1122,2225,1.0
3740,2225,3.0
13887,2225,1.0
6408,2307,5.0
14459,2307,4.0
16788,2307,3.0
7145,2455,4.0
8526,2455,4.0
14013,2455,3.0
1289,2469,4.0
12497,2469,4.0
13565,2469,2.0
1744,2678,2.0
5607,2678,2.0
6482,2678,3.0
638,2787,4.0
1289,2787,1.0
2532,2787,3.0
2675,2787,1.0
11638,2787,1.0
15033,2787,1.0
852,2905,2.0
1046,2905,5.0
10947,2905,5.0
13015,2905,5.0
2866,2976,3.0
4346,2976,3.0
4432,2976,3.0
6971,2976,4.0
7607,2976,2.0
6619,3039,3.0
14198,3039,5.0
2597,3321,1.0
3418,3321,4.0
3862,3321,4.0
4647,3321,1.0
5897,3321,4.0
7262,3321,2.0
8977,3321,1.0
10836,3321,3.0
11732,3321,2.0
12912,3321,1.0
13015,3321,4.0
13328,3321,1.0
15378,3321,1.0
15529,3321,3.0
1406,3363,3.0
6481,3363,2.0
10721,3363,3.0
12661,3363,5.0
12679,3363,1.0
17324,3363,4.0
6971,3458,3.0
9043,3458,1.0
10734,3458,3.0
11317,3458,3.0
14198,3458,4.0
851,3595,2.0
6347,3595,1.0
16286,3595,3.0
2290,3604,5.0
3881,3604,5.0
10019,3604,4.0
11286,3604,2.0
2794,3694,5.0
4847,3694,4.0
6013,3694,2.0
12232,3694,5.0
12682,3694,3.0
17085,3694,2.0
11307,3718,4.0
1305,3870,4.0
9481,3870,4.0
10774,3870,5.0
16147,3870,5.0
2532,3998,5.0
3590,3998,4.0
4876,3998,4.0
7495,3998,5.0
7517,3998,4.0
8915,3998,5.0
12793,3998,4.0
851,4057,3.0
3326,4057,4.0
14407,4057,4.0
2342,4247,4.0
14075,4247,3.0
443,4306,3.0
10774,4315,5.0
11330,4315,3.0
2290,4409,5.0
2460,4409,5.0
3670,4409,4.0
6556,4409,5.0
11080,4409,5.0
723,4421,1.0
4640,4421,4.0
11837,4421,3.0
12639,4421,3.0
6408,4597,3.0
6971,4597,5.0
7516,4597,3.0
12156,4597,3.0
14199,4597,2.0
15378,4597,4.0
15808,4597,5.0
9617,4679,5.0
10747,4679,4.0
12293,4679,5.0
3290,4706,3.0
6408,4783,5.0
2643,4905,4.0
11317,4905,2.0
3274,4906,2.0
14216,4906,5.0
2290,4983,5.0
6347,4983,3.0
6482,4983,3.0
11732,4983,4.0
5149,5399,3.0
5326,5399,4.0
9728,5399,5.0
16707,5399,4.0
17558,5399,2.0
1901,5530,4.0
3893,5530,4.0
4432,5530,4.0
6523,5530,3.0
8107,5530,4.0
12275,5530,3.0
12661,5530,4.0
14648,5568,2.0
2290,5569,4.0
14072,5569,4.0
3147,5618,5.0
8596,5618,5.0
9528,5618,3.0
10080,5618,5.0
14209,5618,4.0
16948,5618,2.0
3559,5652,3.0
7517,5652,3.0
8017,5652,4.0
8677,5652,4.0
16150,5652,4.0
16869,5652,4.0
12627,5977,5.0
12875,5977,4.0
827,5980,5.0
4095,5980,3.0
7571,5980,3.0
9528,5980,3.0
10836,5980,4.0
11657,5980,5.0
15808,5980,5.0
16082,5980,4.0
16902,5980,3.0
17394,5980,3.0
6756,6056,5.0
11463,6056,3.0
11638,6056,4.0
12133,6056,2.0
15582,6173,4.0
636,6206,4.0
3590,6206,4.0
6971,6206,4.0
9481,6206,4.0
16788,6206,4.0
3151,6460,3.0
11513,6460,5.0
3538,6504,4.0
9152,6504,4.0
16707,6504,4.0
2866,6529,5.0
7067,6544,2.0
14457,6544,5.0
17358,6544,4.0
5327,6629,5.0
11638,6629,3.0
15712,6629,4.0
1256,6699,5.0
28,6766,4.0
2430,6766,2.0
13015,6766,4.0
5069,7063,5.0
8526,7063,5.0
12243,7063,4.0
4847,7133,5.0
5367,7133,4.0
2660,7134,4.0
12793,7134,5.0
10774,7284,5.0
12355,7284,4.0
3862,7576,3.0
10019,7576,5.0
2460,7599,4.0
5963,7599,3.0
8977,7599,3.0
12293,7599,5.0
13519,7599,3.0
14283,7599,4.0
16790,7599,3.0
1901,7601,1.0
5069,7601,2.0
10947,7601,5.0
1615,7628,3.0
3232,7628,4.0
4144,7628,4.0
12661,7628,3.0
9798,7730,2.0
13651,7730,2.0
442,7748,4.0
2430,7748,4.0
9689,7748,5.0
11888,7748,3.0
15582,7748,3.0
6748,7921,3.0
8512,7921,5.0
9528,7921,5.0
111,7949,3.0
3151,8055,1.0
8512,8055,3.0
9131,8055,4.0
2104,8095,5.0
2675,8095,3.0
12280,8095,5.0
14209,8095,4.0
15568,8095,5.0
6347,8117,4.0
10947,8117,5.0
14209,8117,3.0
16286,8117,4.0
17558,8117,4.0
2342,8121,4.0
3742,8121,5.0
4005,8121,1.0
7607,8121,1.0
10835,8121,1.0
8107,8158,5.0
11952,8158,4.0
13835,8158,5.0
3893,8200,3.0
12679,8200,1.0
16232,8200,3.0
13107,8212,4.0
16349,8212,4.0
16869,8212,4.0
1983,8660,4.0
2342,8660,4.0
3196,8660,2.0
10734,8660,4.0
12497,8660,3.0
9728,8748,3.0
11673,8748,4.0
6408,8757,4.0
1983,8815,5.0
2212,8815,5.0
7511,8815,5.0
15962,8815,5.0
1046,9321,2.0
4283,9321,4.0
4847,9321,4.0
6110,9321,4.0
13927,9321,4.0
14198,9321,3.0
6347,9399,4.0
4640,9557,2.0
4685,9557,1.0
10733,9557,3.0
11806,9557,2.0
14716,9557,3.0
15496,9557,2.0
16286,9557,3.0
1256,9597,4.0
11965,9597,4.0
13651,9597,3.0
17558,9597,3.0
8,9660,3.0
7991,9660,3.0
15496,9660,4.0
1202,9850,5.0
8851,9850,1.0
9028,9850,5.0
13015,9850,5.0
15657,9850,3.0
17358,9850,3.0
111,9861,3.0
13887,9861,3.0
1202,9964,5.0
4849,9964,5.0
11812,9964,5.0
14248,9964,3.0
4627,10251,4.0
851,10268,3.0
1807,10268,3.0
13328,10268,3.0
14137,10268,4.0
2430,10273,3.0
5025,10273,4.0
5727,10273,3.0
5814,10273,4.0
16283,10337,4.0
3149,10374,5.0
5897,10374,5.0
14292,10374,3.0
14716,10374,3.0
15234,10374,5.0
2675,10470,2.0
5656,10470,2.0
8915,10470,2.0
9481,10470,4.0
11391,10470,5.0
1884,10638,1.0
9728,10638,5.0
6912,10679,3.0
9482,10679,4.0
9717,10679,4.0
17056,10679,4.0
2290,10733,3.0
15223,10733,2.0
13270,10742,4.0
3670,10805,3.0
17654,10805,2.0
11317,10897,3.0
14283,10897,5.0
14484,10897,2.0
16147,10897,5.0
2755,10901,5.0
3151,10901,4.0
2212,10943,5.0
6556,10943,4.0
11651,10943,5.0
11837,10943,4.0
13887,10943,1.0
16606,10943,2.0
3638,10947,4.0
6190,10947,4.0
7517,10947,2.0
9946,10947,4.0
11376,10947,3.0
14457,10947,4.0
16169,10947,1.0
2913,10954,4.0
14088,10954,3.0
14209,10954,4.0
14484,10954,3.0
14712,10954,5.0
907,11043,4.0
6291,11043,4.0
9518,11043,4.0
9528,11043,4.0
10889,11043,5.0
13339,11043,4.0
14185,11043,5.0
14983,11043,4.0
16262,11043,5.0
13636,11215,5.0
1406,11398,2.0
13651,11398,3.0
14209,11398,4.0
14712,11398,3.0
28,11462,4.0
